date,B1_value,B1_active,B2_value,B2_active,B3_value,B3_active,B4_value,B4_active,B5_value,B5_active,T1_value,T1_active,T2_value,T2_active,T3_value,T3_active,T4_value,T4_active,T5_value,T5_active,bullish_K,bearish_K,bullish_K,bearish_K
2010-01-04,85.33872598584429,True,74.79919678714859,True,,True,,True,92.92929292929293,False,93.69277721261444,True,0,False,,False,2.0,False,,False,4,1,4,1
2010-01-05,86.5520728008089,True,68.97590361445783,True,,True,,True,89.8989898989899,False,93.69277721261444,True,0,False,,False,2.0,False,,False,4,1,4,1
2010-01-06,86.95652173913044,True,66.06425702811245,True,,True,,True,87.87878787878788,False,94.60834181078332,True,0,False,,False,2.0,False,,False,4,1,4,1
2010-01-07,88.87765419615774,True,63.65461847389559,True,,True,,True,84.84848484848484,False,94.50661241098678,True,0,False,,False,2.0,False,,False,4,1,4,1
2010-01-08,89.47368421052632,False,66.86746987951807,False,,False,,False,88.88888888888889,False,95.01018329938901,True,0,False,,False,2.0,False,,False,0,1,0,1
2010-01-11,88.76518218623481,False,66.16465863453816,False,,False,,False,87.87878787878788,False,95.11201629327903,True,0,False,,False,2.0,False,,False,0,1,0,1
2010-01-12,85.82995951417004,False,50.70281124497992,False,,False,,False,82.82828282828282,False,94.39918533604889,True,0,False,,False,2.0,False,,False,0,1,0,1
2010-01-13,87.95546558704453,False,66.96787148594377,False,,False,,False,82.82828282828282,False,94.70468431771894,True,0,False,,False,2.0,False,,False,0,1,0,1
2010-01-14,87.24696356275304,False,64.05622489959839,False,,False,,False,84.84848484848484,False,94.80651731160896,True,0,False,,False,2.0,False,,False,0,1,0,1
2010-01-15,84.0080971659919,False,41.76706827309237,False,,False,,False,71.71717171717171,False,94.29735234215886,True,0,False,0.7822,False,2.0,False,,False,0,1,0,1
2010-01-19,87.34817813765183,False,60.94377510040161,False,,False,,False,76.76767676767676,False,95.41751527494908,True,0,False,0.9552,False,1.0,False,,False,0,1,0,1
2010-01-20,82.08502024291498,False,40.06024096385542,False,,False,,False,69.6969696969697,False,94.29735234215886,True,0,False,0.9648,False,1.0,False,,False,0,1,0,1
2010-01-21,74.89878542510121,False,22.188755020080322,False,,False,,False,54.54545454545454,False,91.44602851323829,True,0,False,1.5087,False,1.0,False,,False,0,1,0,1
2010-01-22,62.75303643724697,False,10.542168674698797,False,,False,,False,29.292929292929294,False,88.79837067209776,True,0,False,1.1839,False,0.0,True,,False,0,2,0,2
2010-01-25,64.17004048582996,False,12.751004016064257,False,,False,,False,30.303030303030305,False,89.71486761710794,True,0,False,1.3409,True,0.0,True,,False,0,3,0,3
2010-01-26,61.74089068825911,False,12.449799196787147,False,,False,,False,33.33333333333333,False,87.37270875763747,True,0,False,1.7021,True,0.0,False,,False,0,2,0,2
2010-01-27,62.145748987854255,False,18.97590361445783,True,,False,,False,34.34343434343434,False,87.67820773930754,True,0,False,1.0774,False,0.0,False,,False,1,1,1,1
2010-01-28,54.655870445344135,False,13.152610441767068,True,,False,,False,24.242424242424242,True,84.5213849287169,False,0,False,,False,-1.0,True,,False,2,1,2,1
2010-01-29,47.67206477732793,False,12.851405622489958,True,,False,,False,18.181818181818183,True,81.56822810590631,False,0,False,,False,-1.0,False,,False,2,0,2,0
2010-02-01,57.89473684210527,False,26.00401606425703,False,,False,,False,24.242424242424242,True,85.13238289205702,False,0,False,,False,0.0,False,,False,1,0,1,0
2010-02-02,63.1578947368421,False,57.028112449799195,False,-2.0,False,,False,31.313131313131315,False,87.37270875763747,False,0,False,,False,0.0,False,,False,0,0,0,0
2010-02-03,59.33062880324543,False,50.30120481927711,False,-2.0,False,,False,30.612244897959183,False,85.61224489795919,False,0,False,,False,1.0,False,,False,0,0,0,0
2010-02-04,39.553752535496955,False,12.951807228915662,False,-2.0,False,,False,17.346938775510203,True,78.16326530612245,False,0,False,,False,-1.0,False,,False,1,0,1,0
2010-02-05,40.97363083164301,False,15.66265060240964,False,-2.0,False,,False,18.367346938775512,True,78.26530612244898,False,0,False,,False,-1.0,False,,False,1,0,1,0
2010-02-08,35.39553752535497,False,11.947791164658634,False,-2.0,True,,False,16.161616161616163,True,74.08163265306122,False,0,False,,False,-1.0,False,,False,2,0,2,0
2010-02-09,42.393509127789045,False,30.522088353413658,False,-2.0,True,,False,19.19191919191919,True,77.75510204081633,False,0,False,,False,1.0,False,,False,2,0,2,0
2010-02-10,41.48073022312373,False,30.72289156626506,False,-2.0,True,,False,19.19191919191919,True,77.44897959183673,False,0,False,,False,-1.0,True,,False,2,1,2,1
2010-02-11,50.30425963488844,False,57.329317269076306,False,-2.0,True,,False,30.303030303030305,False,80.51020408163265,False,0,False,,False,0.0,False,,False,1,0,1,0
2010-02-12,51.52129817444219,False,57.831325301204814,False,-2.0,True,,False,27.27272727272727,True,80.10204081632652,False,0,False,,False,-1.0,False,,False,2,0,2,0
2010-02-16,63.14720812182741,False,85.34136546184739,False,-2.0,True,,False,38.38383838383838,False,84.67824310520939,False,0,False,,False,0.0,False,,False,1,0,1,0
2010-02-17,65.51724137931035,False,90.36144578313254,False,-2.0,True,,False,44.44444444444444,False,85.40816326530613,False,0,False,,False,0.0,False,,False,1,0,1,0
2010-02-18,68.52791878172589,False,92.67068273092369,False,-1.0,False,,False,56.56565656565656,False,86.0061287027579,False,0,False,,False,1.0,False,,False,0,0,0,0
2010-02-19,69.34010152284263,False,90.76305220883533,False,1.0,False,,False,56.56565656565656,False,86.21041879468847,False,0,False,,False,2.0,False,,False,0,0,0,0
2010-02-22,69.47261663286004,False,88.15261044176707,False,1.0,False,,False,51.515151515151516,False,85.3211009174312,False,0,False,1.1302,False,2.0,False,,False,0,0,0,0
2010-02-23,62.13197969543147,False,64.1566265060241,False,0.0,False,,False,43.43434343434344,False,82.95918367346938,False,0,False,1.2911,False,2.0,False,,False,0,0,0,0
2010-02-24,66.02434077079108,False,68.67469879518072,False,0.0,False,,False,59.59595959595959,False,83.07849133537208,False,0,False,1.037,False,2.0,False,,False,0,0,0,0
2010-02-25,64.8730964467005,False,61.34538152610441,False,0.0,False,,False,51.515151515151516,False,82.55102040816327,False,0,False,0.3241,False,1.0,False,,False,0,0,0,0
2010-02-26,65.92292089249493,False,59.83935742971887,False,1.0,False,,False,56.56565656565656,False,82.87461773700305,False,0,False,0.3878,False,1.0,False,,False,0,0,0,0
2010-03-01,70.89249492900609,False,76.80722891566265,False,1.0,False,,False,62.62626262626263,False,84.40366972477065,False,0,False,0.6967,False,2.0,False,,False,0,0,0,0
2010-03-02,72.57085020242914,False,81.82730923694778,False,1.0,False,72.95554778367442,False,65.65656565656566,False,85.5249745158002,False,0,False,0.314,False,2.0,False,,False,0,0,0,0
2010-03-03,74.08906882591093,False,80.72289156626506,False,1.0,False,64.25304260864043,False,69.6969696969697,False,86.13659531090724,False,0,False,0.4551,False,2.0,False,,False,0,0,0,0
2010-03-04,75.0,False,81.02409638554217,False,0.0,False,59.29113547094316,False,69.6969696969697,False,86.34046890927624,False,0,False,0.7092,True,2.0,False,,False,0,1,0,1
2010-03-05,80.46558704453442,False,92.46987951807229,False,2.0,False,89.70224919085729,False,76.76767676767676,False,88.58307849133537,False,0,False,0.3261,False,2.0,False,,False,0,0,0,0
2010-03-08,80.76923076923077,False,90.66265060240963,False,2.0,False,77.4552401754296,False,79.7979797979798,False,89.0927624872579,False,0,False,,False,2.0,False,,False,0,0,0,0
2010-03-09,80.76923076923077,False,87.75100401606426,False,2.0,False,64.99677126636178,False,78.78787878787878,False,88.88888888888889,False,0,False,,False,2.0,False,,False,0,0,0,0
2010-03-10,81.9838056680162,False,87.04819277108435,False,2.0,False,70.61979649277697,False,81.81818181818183,False,89.60244648318043,True,0,False,,False,2.0,False,,False,0,1,0,1
2010-03-11,83.08004052684905,False,85.4417670682731,False,2.0,False,72.32438407889808,False,83.83838383838383,False,90.10204081632654,True,0,False,,False,2.0,False,,False,0,1,0,1
2010-03-12,83.26572008113591,False,81.02409638554217,False,2.0,False,62.470184544637135,False,83.83838383838383,False,89.37691521961185,True,0,False,0.9351,True,2.0,False,,False,0,2,0,2
2010-03-15,82.75862068965517,False,74.3975903614458,False,2.0,False,41.78249302012085,False,82.82828282828282,False,88.55975485188968,True,0,False,0.9768,False,2.0,False,,False,0,1,0,1
2010-03-16,84.98985801217039,False,83.23293172690764,False,2.0,False,60.43560430155884,False,86.86868686868688,False,90.20408163265307,True,0,False,1.0285,False,2.0,False,,False,0,1,0,1
2010-03-17,86.93009118541033,False,84.83935742971887,False,2.0,False,68.13183642568052,False,88.88888888888889,False,91.13149847094802,True,0,False,1.0367,False,2.0,False,2.0,True,0,2,0,2
2010-03-18,85.1063829787234,False,73.79518072289156,False,2.0,False,42.37145570967613,False,85.85858585858585,False,90.82568807339449,True,0,False,1.0042,False,2.0,False,2.0,True,0,2,0,2
2010-03-19,81.45896656534954,False,56.325301204819276,False,1.0,False,4.884472918943999,False,84.84848484848484,False,88.79837067209776,True,0,False,1.0041,False,-2.0,True,2.0,True,0,3,0,3
2010-03-22,83.78926038500506,False,65.86345381526104,False,1.0,False,21.858680268273332,False,86.86868686868688,False,89.40936863543789,True,0,False,0.8948,False,2.0,False,1.0,False,0,1,0,1
2010-03-23,85.41033434650456,False,73.99598393574297,False,2.0,False,38.86233415060852,False,86.86868686868688,False,90.22403258655804,True,0,False,1.0154,False,2.0,False,1.0,False,0,1,0,1
2010-03-24,82.47213779128673,False,57.831325301204814,False,2.0,False,0.7061465492520682,False,88.0,False,89.40936863543789,True,0,False,1.1215,False,1.0,False,2.0,True,0,2,0,2
2010-03-25,80.04052684903749,False,48.59437751004016,False,2.0,False,-16.270924582653947,False,88.0,False,87.46177370030581,True,0,False,,False,0.0,True,2.0,True,0,3,0,3
2010-03-26,80.44579533941236,False,46.98795180722892,False,2.0,False,-18.20496577752033,False,86.0,False,88.17533129459734,True,0,False,,False,1.0,False,2.0,True,0,2,0,2
2010-03-29,83.68794326241135,False,60.44176706827309,False,2.0,False,5.832453829756517,False,87.0,False,89.50050968399592,True,0,False,,False,2.0,False,2.0,True,0,2,0,2
2010-03-30,83.58662613981764,False,60.040160642570285,False,2.0,False,1.755285324829444,False,87.0,False,89.39857288481141,True,0,False,,False,2.0,False,2.0,True,0,2,0,2
2010-03-31,83.417593528817,False,54.36308926780341,False,2.0,False,-19.489470173507357,False,86.0,False,89.91853360488798,True,0,False,,False,-1.0,True,2.0,True,0,3,0,3
2010-04-01,85.85858585858585,False,71.18473895582329,False,2.0,False,7.99371122628223,False,86.0,False,90.94608341810783,True,0,False,,False,2.0,False,2.0,True,0,2,0,2
2010-04-05,88.49646821392533,False,82.2289156626506,False,2.0,False,33.05186276697091,False,88.0,False,91.65818921668361,True,0,False,,False,2.0,False,2.0,True,0,2,0,2
2010-04-06,88.49646821392533,False,82.93172690763052,False,2.0,False,29.06132302042488,False,91.0,False,92.26856561546288,True,254,True,,False,2.0,False,2.0,True,0,3,0,3
2010-04-07,86.3773965691221,False,72.18875502008032,False,1.0,False,-5.345895077974106,False,89.0,False,91.65818921668361,True,84,False,,False,2.0,False,2.0,True,0,2,0,2
2010-04-08,86.3773965691221,False,69.97991967871486,False,1.0,False,-9.937337076715366,False,87.0,False,91.75991861648016,True,125,False,,False,2.0,False,2.0,True,0,2,0,2
2010-04-09,88.29465186680122,False,78.01204819277109,False,1.0,False,12.336666699744427,False,91.0,False,92.87169042769857,True,218,True,,False,2.0,False,2.0,True,0,3,0,3
2010-04-12,87.68920282542886,False,74.29718875502009,False,1.0,False,6.269256595118847,False,92.0,False,92.76985743380855,True,196,True,,False,2.0,False,2.0,True,0,3,0,3
2010-04-13,87.19758064516128,False,71.5863453815261,False,1.0,False,2.20027467268838,False,91.0,False,92.36252545824847,True,197,True,,False,2.0,False,2.0,True,0,3,0,3
2010-04-14,89.51612903225806,False,81.12449799196787,False,2.0,False,24.56029375564688,False,92.0,False,93.48268839103869,True,362,True,,False,2.0,False,2.0,True,0,3,0,3
2010-04-15,88.81048387096774,False,73.49397590361446,False,2.0,False,11.45530860279817,False,92.0,False,92.66802443991853,True,249,True,,False,2.0,False,2.0,True,0,3,0,3
2010-04-16,85.78629032258065,False,47.389558232931726,False,1.0,False,-35.256730245901466,False,88.0,False,91.36178861788618,True,16,False,2.0087,False,2.0,False,2.0,True,0,2,0,2
2010-04-19,86.08870967741935,False,44.57831325301205,False,1.0,False,-38.869239810310155,False,87.0,False,90.54878048780488,True,30,False,1.0214,False,1.0,False,2.0,True,0,2,0,2
2010-04-20,87.29838709677419,False,68.07228915662651,False,2.0,False,-4.813589288828041,False,93.0,False,91.5650406504065,True,182,True,0.84,False,1.0,False,2.0,True,0,3,0,3
2010-04-21,85.88709677419355,False,65.16064257028113,False,1.0,False,-8.471940146516687,False,93.0,False,90.85365853658537,True,188,True,0.932,False,1.0,False,2.0,True,0,3,0,3
2010-04-22,85.6710393541877,False,67.8714859437751,False,1.0,False,7.242529570892117,False,92.0,False,90.43743641912513,True,301,True,0.9145,False,2.0,False,2.0,True,0,3,0,3
2010-04-23,86.88193743693239,False,77.40963855421687,False,1.0,False,25.84218853142218,False,91.0,False,91.45473041709053,True,376,True,0.9765,False,2.0,False,2.0,True,0,3,0,3
2010-04-26,86.68012108980827,False,70.78313253012048,False,1.0,False,8.015686000018277,False,92.0,False,91.45473041709053,True,187,True,0.8963,False,2.0,False,2.0,True,0,3,0,3
2010-04-27,81.83652875882946,False,31.52610441767068,False,-1.0,False,-41.36605209433216,False,79.0,False,88.4028484231943,True,-21,False,1.0184,True,0.0,False,2.0,True,0,3,0,3
2010-04-28,81.31313131313132,False,37.95180722891566,False,0.0,False,-27.03060790453013,False,77.0,False,89.0020366598778,True,26,False,1.0414,False,0.0,False,2.0,True,0,2,0,2
2010-04-29,84.54545454545455,False,62.048192771084345,False,1.0,False,4.7613499172732645,False,79.0,False,90.32586558044807,True,177,True,,False,1.0,False,2.0,True,0,3,0,3
2010-04-30,80.60606060606061,False,36.144578313253014,False,1.0,False,-34.580332894671194,False,72.0,False,87.37270875763747,True,28,False,,False,0.0,True,2.0,True,0,3,0,3
2010-05-03,83.03030303030303,False,56.024096385542165,False,0.0,False,-2.4445700344103614,False,76.0,False,87.9837067209776,True,142,False,,False,1.0,False,2.0,True,0,2,0,2
2010-05-04,73.46115035317861,False,18.775100401606426,False,-1.0,False,-51.956269938715295,False,55.00000000000001,False,82.9938900203666,False,-42,False,,False,-1.0,False,2.0,True,0,1,0,1
2010-05-05,69.62663975782039,False,13.453815261044177,False,-2.0,False,-76.97899200720244,False,46.0,False,81.7533129459735,False,-47,False,,False,-1.0,False,2.0,True,0,1,0,1
2010-05-06,53.42741935483871,False,3.7148594377510036,False,-2.0,False,-115.53852441572295,False,25.0,True,72.78287461773701,False,-127,False,,False,-1.0,True,2.0,True,1,2,1,2
2010-05-07,43.44758064516129,False,2.108433734939759,False,-2.0,False,-137.22923200292934,False,10.0,True,67.17635066258919,False,-152,False,,False,-1.0,False,2.0,True,1,1,1,1
2010-05-10,66.33064516129032,False,31.626506024096386,False,-2.0,False,-73.78864082997619,False,45.0,False,79.51070336391437,False,8,False,,False,-1.0,True,2.0,True,0,2,0,2
2010-05-11,65.96173212487412,False,36.847389558232926,False,-2.0,True,-67.32799217295135,True,39.0,False,78.43336724313326,False,17,False,,False,-1.0,False,2.0,True,2,1,2,1
2010-05-12,71.09768378650554,False,67.8714859437751,False,-2.0,True,-21.467497610330355,False,56.99999999999999,False,81.89216683621567,False,69,False,,False,0.0,False,2.0,True,1,1,1,1
2010-05-13,68.07653575025176,False,56.62650602409639,False,-2.0,True,-51.49943727123775,False,44.0,False,79.34893184130215,False,20,False,,False,-1.0,False,2.0,True,1,1,1,1
2010-05-14,59.97983870967742,False,24.497991967871485,False,-2.0,True,-90.81924849495738,False,27.0,True,73.80224260958205,False,-54,False,,False,-1.0,False,2.0,True,2,1,2,1
2010-05-17,59.636730575176585,False,35.040160642570285,False,-2.0,True,-78.3335908487629,False,30.0,False,74.4138634046891,False,-35,False,,False,-1.0,False,2.0,True,1,1,1,1
2010-05-18,52.27043390514632,False,19.879518072289155,False,-2.0,True,-106.4666856070228,False,23.0,True,71.3265306122449,False,-99,False,,False,-1.0,False,1.0,False,2,0,2,0
2010-05-19,47.22502522704339,False,15.461847389558233,False,-2.0,True,-117.8881481972999,False,19.0,True,68.46938775510203,False,-111,False,,False,-1.0,False,1.0,False,2,0,2,0
2010-05-20,25.22704339051463,False,1.4056224899598393,False,-2.0,True,-149.56405797100035,True,9.0,True,53.163265306122454,False,-413,False,,False,-2.0,False,0.0,False,3,0,3,0
2010-05-21,32.795156407669026,False,3.2128514056224895,False,-2.0,True,-92.9491405376592,True,11.0,True,58.307849133537204,False,-60,False,,False,-1.0,False,1.0,False,3,0,3,0
2010-05-24,26.942482341069628,False,1.9076305220883536,True,-2.0,True,-109.07864042946424,True,11.0,True,54.332313965341484,False,-204,False,0.9319,False,0.0,False,0.0,False,4,0,4,0
2010-05-25,26.84157416750757,False,4.116465863453815,True,-2.0,True,-96.22396963481022,True,9.0,True,53.66598778004074,False,-207,False,0.9924,False,0.0,False,1.0,False,4,0,4,0
2010-05-26,27.67676767676768,True,9.538152610441768,True,-2.0,True,-80.75210625720698,True,10.0,True,53.312945973496426,False,-185,False,0.9224,False,0.0,False,1.0,False,5,0,5,0
2010-05-27,45.81231079717457,False,69.67871485943775,False,-2.0,True,-19.51990253807017,False,18.0,True,65.85117227319061,False,12,False,1.1683,False,0.0,False,1.0,False,2,0,2,0
2010-05-28,40.66599394550959,False,57.329317269076306,False,-2.0,True,-47.418768845517846,False,16.0,True,62.079510703363916,False,-12,False,0.9281,False,0.0,False,1.0,False,2,0,2,0
2010-06-01,29.969727547931384,False,31.72690763052209,False,-2.0,True,-77.48520569415803,False,12.0,True,53.06122448979592,False,-157,False,1.2473,True,0.0,False,1.0,False,2,1,2,1
2010-06-02,43.69323915237134,False,79.81927710843374,False,-2.0,True,-18.054583171274587,False,21.0,True,62.69113149847095,False,14,False,1.0007,False,0.0,False,1.0,False,2,0,2,0
2010-06-03,46.82139253279516,False,83.73493975903614,False,-2.0,True,2.8488720016471305,False,26.0,True,63.81243628950051,False,16,False,0.9896,False,0.0,False,0.0,False,2,0,2,0
2010-06-04,26.437941473259336,False,24.899598393574294,False,-1.0,False,-42.042918185513045,False,15.0,True,50.764525993883794,False,-252,False,1.0912,False,0.0,False,0.0,False,1,0,1,0
2010-06-07,21.8970736629667,False,14.959839357429718,False,-2.0,False,-65.56518420460742,False,11.0,True,44.44444444444444,False,-373,False,,False,0.0,False,-1.0,False,1,0,1,0
2010-06-08,26.236125126135217,False,24.397590361445783,False,-2.0,False,-29.19889572991009,False,11.0,True,48.01223241590214,False,-109,False,,False,0.0,False,-1.0,False,1,0,1,0
2010-06-09,26.84157416750757,False,24.69879518072289,False,-2.0,False,-24.209724605394328,False,10.0,True,48.216106014271155,False,-130,False,,False,0.0,False,-1.0,False,1,0,1,0
2010-06-10,40.363269424823415,False,69.47791164658635,False,-2.0,False,30.227065329093634,False,24.0,True,58.2059123343527,False,15,False,,False,0.0,False,0.0,False,1,0,1,0
2010-06-11,43.99596367305752,False,81.62650602409639,False,-2.0,True,53.16938539643537,False,27.0,True,59.53109072375128,False,18,False,0.9073,False,0.0,False,0.0,False,2,0,2,0
2010-06-14,46.115035317860745,False,85.2409638554217,False,-2.0,True,58.51922212703039,False,28.999999999999996,False,60.85626911314985,False,12,False,0.9156,False,0.0,False,0.0,False,1,0,1,0
2010-06-15,57.77777777777777,False,95.88353413654619,False,-1.0,False,98.95073642105397,False,48.0,False,68.06122448979592,False,66,False,0.9415,False,1.0,False,0.0,False,0,0,0,0
2010-06-16,57.37373737373738,False,93.87550200803213,False,-1.0,False,78.42492746033888,False,47.0,False,66.12244897959184,False,32,False,1.005,False,1.0,False,0.0,False,0,0,0,0
2010-06-17,56.76767676767677,False,93.87550200803213,False,0.0,False,68.98323616162577,False,50.0,False,66.93877551020408,False,41,False,0.903,False,2.0,False,-1.0,False,0,0,0,0
2010-06-18,57.57575757575758,False,90.66265060240963,False,2.0,False,61.41567392041794,False,49.0,False,66.83673469387756,False,36,False,0.9458,False,-1.0,False,-1.0,False,0,0,0,0
2010-06-21,55.35353535353536,False,80.82329317269075,False,2.0,False,37.58832983458315,False,48.0,False,65.67926455566905,False,5,False,0.8679,False,1.0,False,-1.0,False,0,0,0,0
2010-06-22,44.44444444444444,False,38.35341365461847,False,1.0,False,-7.821991007978518,False,38.0,False,61.59346271705822,False,-39,False,0.951,False,0.0,False,-1.0,False,0,0,0,0
2010-06-23,43.53535353535353,False,26.20481927710843,False,1.0,False,-12.008705373328851,False,36.0,False,60.776302349336056,False,-27,False,0.965,False,0.0,False,-1.0,False,0,0,0,0
2010-06-24,35.15151515151515,False,13.253012048192772,False,2.0,False,-45.878302628836735,False,32.0,False,55.464759959141986,False,-93,False,,False,0.0,True,-2.0,False,0,1,0,1
2010-06-25,40.363269424823415,False,23.895582329317268,False,0.0,False,-14.157416769151801,False,36.0,False,58.06122448979592,False,-33,False,,False,0.0,False,-2.0,False,0,0,0,0
2010-06-28,39.858728557013116,False,20.783132530120483,False,0.0,False,-20.465272275275417,False,38.0,False,56.734693877551024,False,-44,False,,False,0.0,False,-2.0,False,0,0,0,0
2010-06-29,24.01614530776993,False,5.421686746987952,False,0.0,False,-63.90616237163475,False,13.0,True,43.82022471910113,False,-293,False,,False,-1.0,False,-2.0,False,1,0,1,0
2010-06-30,18.970736629667005,False,4.312938816449348,False,-1.0,False,-81.77859259216379,False,10.0,True,39.16155419222903,False,-315,False,,False,-1.0,False,-2.0,False,1,0,1,0
2010-07-01,18.585858585858585,False,5.923694779116466,False,-1.0,False,-78.35062746775532,False,13.0,True,39.325842696629216,False,-274,False,,False,0.0,False,-2.0,False,1,0,1,0
2010-07-02,17.43951612903226,False,7.128514056224899,True,0.0,False,-82.2279641490473,False,13.0,True,36.36363636363637,False,-290,False,,False,-1.0,False,-2.0,False,2,0,2,0
2010-07-06,17.842741935483872,True,13.95582329317269,True,1.0,False,-61.781947190806704,True,18.0,True,36.15934627170582,False,-213,False,,False,0.0,False,-2.0,False,4,0,4,0
2010-07-07,30.141129032258064,True,57.730923694779115,False,2.0,False,-3.9916929555569567,False,30.0,False,47.29315628192033,False,6,False,,False,0.0,False,-2.0,False,1,0,1,0
2010-07-08,33.90514631685166,True,77.20883534136547,False,2.0,False,30.138932880359366,False,38.0,False,50.204081632653065,False,8,False,,False,0.0,False,-2.0,False,1,0,1,0
2010-07-09,38.24419778002019,False,86.34538152610442,False,1.0,False,59.51992330566603,False,46.0,False,54.79591836734694,False,25,False,,False,1.0,False,-2.0,False,0,0,0,0
2010-07-12,35.92330978809283,False,82.73092369477911,False,1.0,False,39.3430705027749,False,44.0,False,52.346938775510196,False,-4,False,,False,1.0,False,-2.0,False,0,0,0,0
2010-07-13,44.904137235116046,False,95.08032128514057,False,2.0,False,81.2451460037891,False,64.0,False,58.63125638406538,False,40,False,,False,1.0,False,-2.0,False,0,0,0,0
2010-07-14,43.333333333333336,False,93.57429718875501,False,1.0,False,67.76519482713731,False,66.0,False,58.42696629213483,False,30,False,,False,1.0,False,-2.0,False,0,0,0,0
2010-07-15,42.42424242424242,False,92.7710843373494,False,1.0,False,56.95101059696434,False,66.0,False,57.97546012269939,False,38,False,,False,1.0,False,-2.0,False,0,0,0,0
2010-07-16,28.888888888888886,False,37.75100401606426,False,-1.0,False,4.670128027181612,False,42.0,False,46.62576687116564,False,-48,False,0.8486,False,2.0,False,-2.0,False,0,0,0,0
2010-07-19,30.606060606060602,False,41.66666666666667,False,-1.0,False,27.296622789881482,False,51.0,False,49.48875255623722,False,-25,False,0.9493,False,1.0,False,-2.0,False,0,0,0,0
2010-07-20,37.37373737373738,False,62.14859437751004,False,-1.0,False,60.70579269804046,False,56.99999999999999,False,53.53121801432958,False,32,False,0.9274,False,2.0,False,-2.0,False,0,0,0,0
2010-07-21,31.04145601617796,False,33.634538152610446,False,0.0,False,21.06710400602619,False,51.0,False,49.69262295081967,False,-57,False,0.875,False,1.0,False,-2.0,False,0,0,0,0
2010-07-22,44.48938321536906,False,74.8995983935743,False,1.0,False,61.920689654323866,False,78.0,False,57.786885245901644,False,38,False,0.9749,False,2.0,False,-2.0,False,0,0,0,0
2010-07-23,50.859453993933265,False,81.62650602409639,False,2.0,False,87.89090193534676,False,82.0,False,61.04294478527608,False,78,False,0.9218,False,2.0,False,-2.0,False,0,0,0,0
2010-07-26,57.83619817997978,False,89.1566265060241,False,2.0,False,112.0059789259446,False,86.0,False,65.6441717791411,False,124,False,0.8637,False,2.0,False,-1.0,False,0,0,0,0
2010-07-27,55.308392315470165,False,85.04016064257029,False,2.0,False,82.11433985827603,False,85.0,False,64.21267893660531,False,52,False,0.9445,False,2.0,False,-1.0,False,0,0,0,0
2010-07-28,49.2914979757085,False,77.10843373493977,False,2.0,False,41.44641675612802,False,83.0,False,62.026612077789146,False,-5,False,0.9154,False,2.0,False,-1.0,False,0,0,0,0
2010-07-29,50.506072874493924,False,67.67068273092369,False,2.0,False,24.768110420010828,False,83.0,False,61.10542476970318,False,-12,False,,False,2.0,False,0.0,False,0,0,0,0
2010-07-30,52.834008097166,False,65.36144578313254,False,2.0,False,31.03431795053058,False,82.0,False,61.719549641760494,False,26,False,,False,2.0,False,0.0,False,0,0,0,0
2010-08-02,61.375126390293225,False,85.2409638554217,False,2.0,False,67.23675379937232,False,88.0,False,68.50715746421268,False,140,False,,False,2.0,False,0.0,False,0,0,0,0
2010-08-03,58.58585858585859,False,74.29718875502009,False,2.0,False,37.103652681135145,False,87.0,False,66.46216768916156,False,47,False,,False,2.0,False,-1.0,False,0,0,0,0
2010-08-04,61.61616161616161,False,78.21285140562249,False,2.0,False,56.65433296163667,False,84.0,False,69.12065439672801,False,137,False,,False,2.0,False,0.0,False,0,0,0,0
2010-08-05,61.51515151515151,False,69.17670682730925,False,1.0,False,37.03689293665731,False,87.0,False,67.68916155419224,False,77,False,,False,2.0,False,0.0,False,0,0,0,0
2010-08-06,60.303030303030305,False,61.84738955823293,False,0.0,False,19.178797250616654,False,83.0,False,67.280163599182,False,56,False,,False,2.0,False,-1.0,False,0,0,0,0
2010-08-09,62.62626262626263,False,74.59839357429718,False,0.0,False,41.11423145279882,False,81.0,False,68.81390593047034,False,113,False,,False,2.0,False,-1.0,False,0,0,0,0
2010-08-10,58.484848484848484,False,54.11646586345381,False,-1.0,False,3.613456538400577,False,78.0,False,66.05316973415133,False,29,False,,False,2.0,False,-1.0,False,0,0,0,0
2010-08-11,40.60606060606061,False,11.345381526104417,False,-2.0,False,-46.61777329610193,False,61.0,False,55.419222903885476,False,-75,False,,False,0.0,True,-1.0,False,0,1,0,1
2010-08-12,39.8989898989899,False,11.345381526104417,False,-1.0,False,-57.53238593812107,False,54.0,False,53.2719836400818,False,-73,False,,False,0.0,True,-2.0,False,0,1,0,1
2010-08-13,39.23154701718908,False,10.240963855421686,False,-1.0,False,-65.72671781735683,False,53.0,False,51.381780962128964,False,-84,False,,False,0.0,True,-2.0,False,0,1,0,1
2010-08-16,40.24266936299292,False,13.755020080321284,False,-1.0,False,-50.404237985016614,False,56.99999999999999,False,51.58648925281474,False,-48,False,,False,0.0,True,-1.0,False,0,1,0,1
2010-08-17,47.474747474747474,False,33.33333333333333,False,-1.0,False,-4.551496538440643,False,61.0,False,57.77096114519428,False,34,False,,False,1.0,False,-1.0,False,0,0,0,0
2010-08-18,48.435923309788095,False,42.168674698795186,False,-1.0,False,1.0753548810740128,False,60.0,False,58.93769152196119,False,40,False,,False,1.0,False,0.0,False,0,0,0,0
